IdLogement,ValeurFonciere,TypeLocal,SurfaceBatie,SurfaceTerrain,NbPieces
l_19646,99109.61,Appartement,99,,3
l_19648,100000.0,Appartement,110,,4
l_19649,163200.0,Maison,62,,3
l_19650,26000.0,Appartement,18,,1
l_19652,57200.0,Appartement,67,,4
l_19654,76590.0,Appartement,56,,3
l_19655,97000.0,Maison,71,,3
l_19656,70000.0,Appartement,70,,3
l_19657,173950.0,Appartement,114,,4
l_19658,83600.0,Appartement,86,,5
l_19659,121000.0,Maison,72,,4
l_19660,43000.0,Appartement,36,,2
l_19661,168000.0,Appartement,95,,5
l_19663,92000.0,Appartement,86,,4
l_19664,53000.0,Appartement,46,,2
l_19665,120680.0,Appartement,74,,3
l_19666,141130.0,Appartement,90,,4
l_19667,46810.0,Appartement,21,,1
l_19669,64000.0,Appartement,40,,2
l_19670,68947.0,Appartement,62,,3
l_19671,85000.0,Appartement,70,,3
l_19672,42000.0,Appartement,26,,1
l_19673,53800.0,Appartement,43,,2
l_19674,78000.0,Appartement,86,,5
l_19676,17000.0,Appartement,24,,1
l_19677,118000.0,Appartement,76,,4
l_19678,76000.0,Appartement,90,,3
l_19679,85000.0,Appartement,65,,3
l_19681,158000.0,Maison,108,,5
l_19683,111000.0,Appartement,75,,4
l_19684,176000.0,Appartement,109,,3
l_19686,52000.0,Appartement,46,,2
l_19687,81500.0,Maison,91,,2
l_19688,156400.0,Maison,82,,4
l_19692,53500.0,Appartement,48,,2
l_19693,184000.0,Appartement,98,,5
l_19694,199100.0,Appartement,100,,5
l_19695,64300.0,Appartement,36,,1
l_19696,125800.0,Appartement,80,,3
l_19697,73000.0,Appartement,38,,2
l_19698,56000.0,Appartement,38,,2
l_19699,113000.0,Appartement,106,,4
l_19701,88800.0,Appartement,69,,4
l_19702,153150.0,Appartement,99,,5
l_19703,129500.0,Appartement,71,,3
l_19705,88200.0,Appartement,114,,3
l_19706,169300.0,Appartement,115,,4
l_19707,66000.0,Appartement,43,,2
l_19709,85000.0,Appartement,82,,4
l_19710,75200.0,Appartement,63,,3
l_19711,163500.0,Maison,86,,4
l_19714,60000.0,Appartement,33,,2
l_19715,168500.0,Maison,81,,4
l_19718,81900.0,Maison,71,,3
l_19719,94500.0,Appartement,46,,2
l_19720,69100.0,Appartement,42,,2
l_19721,110305.0,Appartement,74,,2
l_19722,73500.0,Appartement,52,,3
l_19723,185620.0,Maison,79,,3
l_19725,245950.0,Appartement,42,,1
l_19726,100725.0,Appartement,67,,3
l_19727,63550.0,Appartement,42,,2
l_19728,139000.0,Appartement,75,,4
l_19729,40000.0,Appartement,24,,2
l_19731,600000.0,Appartement,70,,4
l_19732,93000.0,Appartement,31,,1
l_19733,282000.0,Appartement,35,,2
l_19734,375500.0,Appartement,65,,3
l_19735,180500.0,Appartement,41,,2
l_19736,386000.0,Maison,114,559.0,5
l_19737,220749.0,Appartement,25,,1
l_19738,215000.0,Appartement,49,,2
l_19739,384050.0,Appartement,75,,3
l_19740,105000.0,Appartement,34,,2
l_19742,267500.0,Appartement,46,,2
l_19743,471429.0,Maison,67,,3
l_19746,126500.0,Appartement,26,,1
l_19747,372000.0,Appartement,36,,2
l_19748,294650.0,Appartement,67,,3
l_19750,130000.0,Appartement,34,,2
l_19751,190000.0,Appartement,36,,2
l_19752,147000.0,Appartement,34,,2
l_19753,368300.0,Appartement,37,,2
l_19754,181460.0,Appartement,76,,4
l_19755,440000.0,Maison,100,,5
l_19758,400000.0,Appartement,42,,2
l_19759,400000.0,Appartement,94,,4
l_19760,100000.0,Appartement,34,,1
l_19761,137000.0,Appartement,23,,2
l_19762,135000.0,Appartement,25,,2
l_19763,195000.0,Appartement,96,,3
l_19764,119000.0,Appartement,41,,2
l_19765,505000.0,Appartement,60,,3
l_19766,633000.0,Maison,71,,4
l_19767,128000.0,Appartement,28,,2
l_19768,129000.0,Appartement,69,,4
l_19769,770000.0,Appartement,107,,5
l_19770,270000.0,Maison,69,,3
l_19771,136500.0,Appartement,63,,3
l_19772,125000.0,Appartement,28,,2
l_19773,124500.0,Appartement,28,,2
l_19774,89500.0,Appartement,27,,1
l_19775,194672.4,Appartement,29,,1
l_19777,147000.0,Appartement,28,,2
l_19778,100000.0,Appartement,64,,4
l_19779,285000.0,Appartement,70,,3
l_19780,264000.0,Appartement,64,,3
l_19781,278410.0,Appartement,63,,3
l_19782,440000.0,Maison,93,,4
l_19784,343000.0,Appartement,61,,3
l_19787,160000.0,Appartement,37,,3
l_19789,153000.0,Appartement,46,,2
l_19790,308000.0,Appartement,60,,3
l_19791,144000.0,Appartement,116,,4
l_19792,318000.0,Appartement,119,,3
l_19793,64000.0,Appartement,60,,2
l_19794,173500.0,Appartement,72,,3
l_19796,645000.0,Maison,107,,4
l_19797,588000.0,Appartement,58,,3
l_19799,295500.0,Appartement,87,,3
l_19800,440000.0,Appartement,89,,4
l_19801,290000.0,Maison,84,,4
l_19803,134900.0,Appartement,38,,2
l_19804,276000.0,Appartement,53,,2
l_19805,94000.0,Appartement,27,,2
l_19806,434800.0,Appartement,120,,4
l_19807,92100.0,Appartement,21,,1
l_19808,159600.0,Appartement,76,,4
l_19811,363510.0,Appartement,61,,3
l_19813,373200.0,Appartement,72,,3
l_19814,184000.0,Appartement,62,,3
l_19816,790000.0,Appartement,105,,4
l_19817,299420.0,Appartement,49,,2
l_19819,145150.0,Appartement,38,,2
l_19820,142000.0,Appartement,47,,3
l_19821,178493.0,Appartement,113,,5
l_19822,100000.0,Maison,38,,2
l_19823,130000.0,Appartement,46,,3
l_19824,132900.0,Appartement,40,,2
l_19825,165000.0,Maison,25,,2
l_19829,17000.0,Appartement,16,,1
l_19830,224000.0,Appartement,66,,3
l_19831,243750.0,Appartement,62,,3
l_19833,170000.0,Appartement,82,,4
l_19835,309750.0,Appartement,60,,4
l_19836,195000.0,Appartement,39,,2
l_19838,163000.0,Appartement,47,,3
l_19840,150000.0,Appartement,24,,2
l_19841,122000.0,Appartement,34,,2
l_19842,156750.0,Appartement,55,,3
l_19843,128385.0,Appartement,59,,3
l_19845,55000.0,Appartement,60,,2
l_19846,100000.0,Appartement,45,,2
l_19848,128000.0,Maison,76,,3
l_19851,150000.0,Appartement,51,,2
l_19852,252000.0,Maison,66,,3
l_19853,123000.0,Appartement,38,,2
l_19855,31300.0,Appartement,26,,2
l_19856,115000.0,Appartement,85,,4
l_19857,29100.0,Appartement,44,,2
l_19858,60040.0,Appartement,30,,1
l_19859,132500.0,Appartement,77,,4
l_19860,208800.0,Appartement,120,,4
l_19861,105000.0,Appartement,59,,2
l_19863,38000.0,Appartement,32,,1
l_19864,14000.0,Appartement,20,,1
l_19865,73500.0,Appartement,42,,1
l_19866,295000.0,Maison,120,1150.0,5
l_19867,169000.0,Appartement,73,,3
l_19868,18000.0,Appartement,65,,3
l_19869,144000.0,Appartement,68,,2
l_19870,127000.0,Maison,40,,2
l_19872,108000.0,Appartement,46,,3
l_19873,137000.0,Appartement,57,,4
l_19874,229000.0,Appartement,25,,1
l_19875,56000.0,Appartement,40,,2
l_19876,456000.0,Maison,114,1038.0,4
l_19878,165000.0,Maison,63,,3
l_19879,88000.0,Appartement,45,,2
l_19881,5000.0,Appartement,26,,1
l_19882,31000.0,Appartement,25,,1
l_19883,40000.0,Appartement,55,,2
l_19884,95000.0,Appartement,59,,3
l_19885,347350.0,Maison,100,,5
l_19886,172850.0,Appartement,50,,2
l_19887,130000.0,Appartement,36,,2
l_19888,364100.0,Appartement,47,,2
l_19889,235200.0,Appartement,51,,3
l_19890,108600.0,Appartement,38,,2
l_19891,63500.0,Appartement,57,,3
l_19892,129500.0,Appartement,60,,3
l_19893,44500.0,Appartement,23,,1
l_19894,17200.0,Appartement,175,,5
l_19895,232080.0,Appartement,73,,4
l_19896,232000.0,Appartement,67,,4
l_19898,136150.0,Appartement,27,,2
l_19899,287000.0,Appartement,84,,4
l_19900,212000.0,Appartement,78,,4
l_19901,33360.0,Appartement,55,,2
l_19902,104500.0,Appartement,29,,1
l_19903,41000.0,Appartement,15,,1
l_19904,106600.0,Appartement,81,,3
l_19905,31000.0,Appartement,24,,2
l_19906,288000.0,Appartement,95,,5
l_19907,354000.0,Maison,73,,2
l_19908,169500.0,Appartement,32,,2
l_19909,144500.0,Appartement,57,,3
l_19910,138160.0,Appartement,58,,3
l_19911,147000.0,Appartement,58,,3
l_19912,160000.0,Appartement,58,,3
l_19913,65100.0,Appartement,17,,1
l_19916,155000.0,Appartement,62,,3
l_19917,143500.0,Appartement,27,,1
l_19918,75000.0,Appartement,31,,1
l_19920,160000.0,Appartement,54,,2
l_19921,225000.0,Appartement,91,,4
l_19923,91000.0,Appartement,25,,2
l_19926,160000.0,Appartement,54,,3
l_19927,111500.0,Appartement,69,,3
l_19928,125950.0,Appartement,51,,2
l_19929,110000.0,Appartement,51,,2
l_19930,407000.0,Appartement,92,207.0,4
l_19931,147800.0,Appartement,73,,4
l_19932,90000.0,Appartement,59,,3
l_19933,136000.0,Appartement,59,,3
l_19935,322950.0,Appartement,80,,4
l_19936,248650.0,Appartement,39,,2
l_19937,264730.0,Appartement,49,,2
l_19938,468000.0,Appartement,50,,2
l_19939,168833.0,Appartement,54,,3
l_19940,72500.0,Appartement,28,,2
l_19941,127200.0,Appartement,115,,5
l_19942,134400.0,Appartement,20,,1
l_19945,123000.0,Appartement,40,,2
l_19948,230800.0,Maison,54,354.0,3
l_19949,76800.0,Appartement,44,,1
l_19950,116000.0,Appartement,31,,1
l_19951,114050.0,Appartement,45,,2
l_19952,54000.0,Appartement,24,,1
l_19953,242900.0,Maison,60,,3
l_19954,195000.0,Maison,60,,3
l_19955,175000.0,Maison,60,,3
l_19956,126500.0,Appartement,27,,2
l_19957,170500.0,Appartement,72,,4
l_19958,247000.0,Appartement,92,,5
l_19959,181000.0,Appartement,72,,4
l_19960,196500.0,Appartement,62,,3
l_19961,153500.0,Appartement,62,,3
l_19964,174900.0,Appartement,71,,4
l_19966,145000.0,Appartement,71,,3
l_19967,185500.0,Appartement,140,,6
l_19969,310000.0,Appartement,73,,3
l_19970,67500.0,Appartement,68,,4
l_19971,152000.0,Appartement,64,,3
l_19972,179000.0,Appartement,54,,2
l_19973,248000.0,Appartement,79,,3
l_19974,42000.0,Appartement,14,,1
l_19975,107650.0,Appartement,37,,2
l_19976,154350.0,Appartement,32,,2
l_19977,145000.0,Appartement,30,,2
l_19979,190000.0,Appartement,77,,3
l_19980,215250.0,Appartement,74,,4
l_19981,67000.0,Appartement,53,,2
l_19982,53000.0,Appartement,24,,1
l_19983,47000.0,Appartement,25,,1
l_19984,172500.0,Appartement,65,,4
l_19986,92000.0,Appartement,33,,2
l_19987,219000.0,Appartement,70,,3
l_19988,246410.0,Appartement,82,,4
l_19990,324700.0,Maison,71,,3
l_19991,73500.0,Appartement,39,,2
l_19992,137000.0,Appartement,32,,1
l_19993,225000.0,Appartement,50,,2
l_19995,415300.0,Maison,130,,5
l_19996,141000.0,Appartement,25,,1
l_19997,218100.0,Appartement,50,,2
l_19998,71735.0,Appartement,19,,1
l_19999,147300.0,Appartement,64,,3
l_20000,393000.0,Maison,110,1153.0,5
l_20001,40397.0,Appartement,23,,1
l_20002,197700.0,Appartement,56,,3
l_20004,270000.0,Appartement,67,,4
l_20006,57000.0,Appartement,12,,1
l_20007,179000.0,Appartement,62,,4
l_20008,144500.0,Appartement,40,,2
l_20009,173000.0,Appartement,67,,3
l_20012,157000.0,Appartement,42,,2
l_20013,59875.0,Appartement,10,,1
l_20014,74045.0,Appartement,68,,3
l_20015,156500.0,Appartement,67,,4
l_20016,128600.0,Appartement,56,,3
l_20017,69000.0,Appartement,40,,3
l_20018,95000.0,Appartement,25,,1
l_20019,146000.0,Appartement,80,,4
l_20020,81500.0,Appartement,65,,3
l_20021,465000.0,Maison,103,,4
l_20023,133500.0,Appartement,75,,3
l_20024,63200.0,Appartement,34,,1
l_20025,164000.0,Appartement,48,,2
l_20026,77000.0,Appartement,22,,1
l_20027,369000.0,Maison,170,,6
l_20029,84000.0,Appartement,20,,1
l_20030,630000.0,Appartement,90,,4
l_20031,448000.0,Maison,83,,3
l_20032,306580.0,Maison,97,,5
l_20034,131090.0,Appartement,47,,1
l_20035,90830.0,Appartement,50,,3
l_20036,259000.0,Appartement,86,,4
l_20037,166000.0,Appartement,61,,4
l_20038,116000.0,Appartement,63,,4
l_20039,400600.0,Maison,157,,4
l_20040,246480.0,Appartement,67,,4
l_20041,226000.0,Appartement,110,,5
l_20042,293000.0,Appartement,110,,5
l_20043,387000.0,Appartement,132,,6
l_20044,133700.0,Appartement,69,,4
l_20045,245000.0,Appartement,79,,4
l_20046,240000.0,Appartement,78,,4
l_20047,146000.0,Appartement,50,,3
l_20049,265000.0,Appartement,52,,2
l_20050,56500.0,Appartement,23,,1
l_20051,198340.0,Appartement,54,,3
l_20052,117000.0,Appartement,39,,2
l_20053,206800.0,Appartement,124,,5
l_20054,250300.0,Maison,78,,5
l_20055,297700.0,Appartement,61,,3
l_20057,146200.0,Appartement,73,,3
l_20058,171920.0,Appartement,76,,4
l_20059,360000.0,Maison,102,,4
l_20060,158000.0,Appartement,32,,1
l_20061,375000.0,Maison,95,,4
l_20062,72000.0,Appartement,47,,2
l_20063,143790.0,Appartement,25,,2
l_20064,85000.0,Appartement,18,,2
l_20065,124000.0,Appartement,25,,2
l_20066,223000.0,Appartement,69,,3
l_20068,295000.0,Maison,71,294.0,3
l_20069,281000.0,Appartement,42,,3
l_20070,112500.0,Appartement,46,,2
l_20072,106000.0,Appartement,36,,2
l_20073,185200.0,Appartement,55,,3
l_20074,272000.0,Maison,68,,4
l_20075,262050.0,Maison,68,,4
l_20076,236000.0,Appartement,65,,3
l_20077,301000.0,Appartement,83,,5
l_20078,151000.0,Appartement,41,,2
l_20079,99000.0,Appartement,31,,1
l_20080,140000.0,Appartement,42,,2
l_20081,92651.0,Appartement,43,,2
l_20082,559000.0,Appartement,80,,4
l_20083,61500.0,Appartement,43,,2
l_20084,106000.0,Appartement,76,,4
l_20086,269000.0,Appartement,92,370.0,3
l_20087,204000.0,Appartement,80,,4
l_20088,90800.0,Appartement,42,,1
l_20089,228850.0,Appartement,22,,1
l_20090,147500.0,Appartement,36,,2
l_20091,175000.0,Appartement,66,,4
l_20092,221000.0,Appartement,79,,3
l_20093,410000.0,Appartement,75,340.0,4
l_20095,400000.0,Appartement,86,,4
l_20096,124000.0,Appartement,28,,2
l_20097,120800.0,Appartement,27,,2
l_20098,87000.0,Appartement,43,,2
l_20099,114000.0,Appartement,27,,2
l_20100,130500.0,Appartement,53,,3
l_20101,243300.0,Appartement,84,,4
l_20102,141575.0,Appartement,60,,3
l_20104,185000.0,Appartement,60,,3
l_20105,194901.0,Appartement,59,,3
l_20106,124000.0,Appartement,68,,4
l_20107,129900.0,Appartement,85,,4
l_20108,98800.0,Appartement,55,,4
l_20110,119394.0,Appartement,54,,3
l_20111,300000.0,Appartement,34,,1
l_20112,160000.0,Appartement,33,,2
l_20113,205000.0,Appartement,50,,2
l_20115,165500.0,Appartement,52,,3
l_20118,132440.0,Appartement,54,,3
l_20120,122000.0,Appartement,54,,3
l_20121,124500.0,Appartement,52,,3
l_20122,168000.0,Appartement,76,,1
l_20123,123000.0,Appartement,28,,1
l_20125,133200.0,Appartement,55,,2
l_20126,349000.0,Appartement,102,,4
l_20128,184272.5,Appartement,65,,2
l_20129,66000.0,Appartement,64,,4
l_20130,126100.0,Appartement,34,,2
l_20132,77450.0,Appartement,24,,2
l_20134,117000.0,Appartement,67,,4
l_20136,246000.0,Appartement,64,,4
l_20137,307500.0,Appartement,75,,4
l_20138,223000.0,Maison,68,,5
l_20140,207000.0,Appartement,53,,3
l_20143,272000.0,Appartement,60,,2
l_20144,314000.0,Appartement,63,,3
l_20145,150860.0,Appartement,25,,1
l_20146,147500.0,Appartement,55,,3
l_20147,270000.0,Appartement,18,,1
l_20148,86000.0,Appartement,45,,1
l_20149,798000.0,Appartement,123,,4
l_20152,183000.0,Appartement,30,,2
l_20153,15445.35,Appartement,25,,2
l_20154,91940.0,Appartement,42,,2
l_20155,201000.0,Appartement,57,,2
l_20156,179000.0,Appartement,85,,4
l_20158,88200.0,Appartement,18,,2
l_20159,130000.0,Appartement,64,,3
l_20160,133000.0,Appartement,64,,3
l_20161,215000.0,Appartement,90,,4
l_20163,225300.0,Appartement,69,,3
l_20164,228200.0,Maison,77,,5
l_20165,290000.0,Maison,98,,5
l_20166,217000.0,Appartement,77,,4
l_20167,595000.0,Appartement,204,,9
l_20168,171000.0,Appartement,90,,5
l_20169,127700.0,Appartement,53,,3
l_20170,59000.0,Appartement,20,,1
l_20171,192000.0,Appartement,63,,3
l_20172,340000.0,Maison,66,500.0,4
l_20173,149000.0,Maison,29,,2
l_20174,142380.0,Appartement,46,,2
l_20175,141500.0,Appartement,47,,2
l_20177,213000.0,Appartement,63,,3
l_20178,358000.0,Maison,88,,5
l_20179,93000.0,Appartement,39,,2
l_20180,210000.0,Appartement,79,,4
l_20181,115000.0,Appartement,39,,2
l_20182,94000.0,Appartement,22,,1
l_20184,118800.0,Appartement,80,,3
l_20185,136000.0,Appartement,28,,2
l_20186,147000.0,Appartement,72,,5
l_20187,171150.0,Appartement,66,,4
l_20188,330000.0,Maison,66,,2
l_20190,187000.0,Appartement,98,,5
l_20191,128000.0,Appartement,68,,4
l_20192,40000.0,Appartement,52,,3
l_20193,92500.0,Appartement,60,,4
l_20194,52000.0,Appartement,37,,2
l_20195,124450.0,Appartement,50,,2
l_20196,142500.0,Appartement,60,,3
l_20197,235500.0,Appartement,104,,4
l_20198,104000.0,Appartement,45,,3
l_20199,158000.0,Appartement,48,,3
l_20200,124000.0,Appartement,54,,3
l_20201,332500.0,Appartement,110,,4
l_20202,345000.0,Maison,110,,6
l_20203,61000.0,Appartement,32,,2
l_20204,190000.0,Appartement,83,,5
l_20205,208000.0,Appartement,45,,2
l_20206,115700.0,Appartement,34,,2
l_20207,165000.0,Appartement,88,,4
l_20208,68500.0,Appartement,40,,1
l_20210,307050.0,Maison,85,,4
l_20211,64500.0,Appartement,37,,1
l_20212,46000.0,Appartement,25,,1
l_20213,102000.0,Appartement,36,,2
l_20214,347500.0,Appartement,67,,3
l_20215,113000.0,Appartement,68,,3
l_20216,160000.0,Appartement,72,,4
l_20217,109000.0,Appartement,55,,3
l_20218,263000.0,Appartement,53,,3
l_20220,250000.0,Maison,89,,4
l_20221,139000.0,Appartement,70,,3
l_20222,162000.0,Appartement,58,,3
l_20223,208250.0,Appartement,83,,4
l_20224,128500.0,Appartement,38,,2
l_20225,230951.0,Appartement,66,,4
l_20226,111000.0,Appartement,74,,3
l_20228,186000.0,Appartement,56,,3
l_20230,102500.0,Appartement,65,,2
l_20231,270000.0,Appartement,95,,5
l_20232,314000.0,Appartement,121,,4
l_20234,80000.0,Appartement,69,,4
l_20235,161000.0,Appartement,60,,3
l_20236,157250.0,Appartement,49,,3
l_20237,180000.0,Appartement,54,,3
l_20238,230000.0,Appartement,30,,2
l_20239,131000.0,Appartement,68,,4
l_20240,375000.0,Maison,81,,3
l_20241,175000.0,Appartement,76,,3
l_20242,23000.0,Appartement,21,,2
l_20243,29000.0,Appartement,42,,3
l_20245,83000.0,Appartement,39,,1
l_20246,143000.0,Appartement,100,,5
l_20247,215000.0,Appartement,73,,4
l_20248,542500.0,Appartement,196,,6
l_20249,68000.0,Appartement,20,,2
l_20250,112000.0,Appartement,41,,4
l_20252,155000.0,Appartement,49,,2
l_20253,203000.0,Appartement,34,,2
l_20254,162200.0,Appartement,41,,2
l_20255,233000.0,Appartement,69,,3
l_20257,51210.0,Appartement,20,,1
l_20258,366800.0,Maison,44,,2
l_20259,65400.0,Appartement,20,,1
l_20261,108000.0,Appartement,63,,4
l_20262,146150.0,Appartement,52,,3
l_20263,145000.0,Appartement,70,,3
l_20264,98000.0,Appartement,33,,1
l_20267,278000.0,Appartement,98,,5
l_20268,65500.0,Appartement,35,,1
l_20269,68100.0,Appartement,50,,3
l_20270,205650.0,Appartement,51,,2
l_20273,455000.0,Appartement,79,,2
l_20275,91000.0,Appartement,54,,3
l_20277,159000.0,Appartement,75,,3
l_20278,204300.0,Appartement,74,,4
l_20279,142180.0,Appartement,41,,2
l_20280,75500.0,Appartement,54,,1
l_20281,167000.0,Appartement,55,,3
l_20282,98500.0,Appartement,58,,3
l_20283,156000.0,Appartement,36,,2
l_20284,105000.0,Appartement,22,,1
l_20285,535000.0,Maison,80,,3
l_20287,410000.0,Maison,101,,5
l_20288,55000.0,Appartement,27,,2
l_20290,155000.0,Appartement,96,,5
l_20291,66760.0,Appartement,39,,2
l_20292,424300.0,Maison,99,,4
l_20294,332000.0,Appartement,112,,4
l_20296,289978.0,Maison,89,,4
l_20297,56000.0,Appartement,17,,1
l_20298,141000.0,Appartement,20,,1
l_20299,134000.0,Appartement,73,,4
l_20300,220000.0,Appartement,40,,2
l_20301,234800.0,Appartement,72,,3
l_20303,127000.0,Appartement,44,,2
l_20304,269950.0,Appartement,90,,3
l_20305,96500.0,Appartement,21,,1
l_20306,140000.0,Appartement,78,,4
l_20308,93000.0,Appartement,71,,4
l_20309,65000.0,Appartement,37,,3
l_20311,65000.0,Appartement,29,,2
l_20312,262000.0,Appartement,79,,4
l_20313,114200.0,Appartement,52,,2
l_20316,45000.0,Appartement,60,,4
l_20317,201850.0,Appartement,85,,3
l_20318,154000.0,Appartement,66,,3
l_20319,250000.0,Appartement,50,,2
l_20321,77020.0,Appartement,19,,1
l_20322,69800.0,Appartement,35,,2
l_20323,248000.0,Appartement,74,,4
l_20325,150020.0,Appartement,30,,2
l_20326,99840.0,Appartement,15,,1
l_20327,128500.0,Appartement,19,,2
l_20328,145000.0,Appartement,24,,2
l_20330,490530.0,Maison,89,,4
l_20331,132500.0,Appartement,61,,3
l_20332,423000.0,Appartement,118,,4
l_20333,157500.0,Appartement,42,,3
l_20334,106400.0,Appartement,28,,2
l_20335,304000.0,Appartement,70,,3
l_20336,186200.0,Appartement,76,,4
l_20337,193000.0,Appartement,90,,5
l_20338,200000.0,Appartement,90,,2
l_20339,224000.0,Appartement,38,,2
l_20340,61850.0,Appartement,36,,1
l_20341,52500.0,Appartement,36,,1
l_20343,136950.0,Appartement,50,,2
l_20344,368000.0,Appartement,69,,3
l_20345,305000.0,Appartement,51,,2
l_20346,229000.0,Appartement,42,,2
l_20347,290000.0,Appartement,38,,2
l_20348,310000.0,Appartement,55,,2
l_20349,367000.0,Maison,91,,5
l_20350,202000.0,Appartement,33,,2
l_20351,252700.0,Appartement,78,,4
l_20352,120500.0,Appartement,20,,1
l_20354,82000.0,Appartement,30,,1
l_20355,317000.0,Appartement,57,,3
l_20356,225000.0,Appartement,50,,1
l_20357,96507.0,Appartement,32,,1
l_20358,154150.0,Appartement,45,,2
l_20360,258000.0,Appartement,64,,4
l_20361,176000.0,Appartement,49,,2
l_20362,157000.0,Appartement,74,,3
l_20365,420000.0,Appartement,104,,4
l_20366,281000.0,Appartement,45,,3
l_20367,148500.0,Appartement,26,,1
l_20369,142700.0,Appartement,32,,1
l_20370,340000.0,Appartement,77,,3
l_20371,81000.0,Appartement,23,,1
l_20372,88650.0,Appartement,22,,1
l_20373,237000.0,Appartement,49,,3
l_20374,372841.0,Appartement,70,,3
l_20375,195000.0,Appartement,66,,3
l_20376,211000.0,Appartement,35,,2
l_20377,125142.0,Appartement,30,,1
l_20378,371270.0,Appartement,64,,3
l_20379,81320.0,Appartement,31,,1
l_20380,158889.0,Appartement,68,,3
l_20381,139300.0,Appartement,26,,1
l_20382,90450.0,Appartement,40,,2
l_20383,77200.0,Appartement,23,,2
l_20384,245000.0,Appartement,67,,1
l_20385,84300.0,Appartement,20,,1
l_20386,309000.0,Maison,70,,5
l_20387,259000.0,Appartement,45,,2
l_20388,330000.0,Appartement,63,,3
l_20389,390000.0,Appartement,66,,3
l_20390,348000.0,Maison,110,,5
l_20391,206070.0,Appartement,30,,1
l_20392,270000.0,Appartement,30,,1
l_20393,91000.0,Appartement,45,,2
l_20394,109040.0,Appartement,22,,1
l_20397,107250.0,Appartement,22,,1
l_20398,219700.0,Appartement,77,,4
l_20399,338000.0,Appartement,67,,3
l_20401,258000.0,Appartement,51,,1
l_20402,101150.0,Appartement,16,,1
l_20403,85500.0,Appartement,25,,2
l_20404,60000.0,Appartement,16,,1
l_20405,51300.0,Appartement,16,,1
l_20406,166550.0,Appartement,34,,2
l_20408,565000.0,Maison,76,,4
l_20409,205000.0,Appartement,44,,2
l_20410,389000.0,Appartement,82,,3
l_20411,476100.0,Appartement,73,,4
l_20412,217000.0,Appartement,70,,3
l_20413,348350.0,Maison,79,,4
l_20414,159000.0,Appartement,62,,3
l_20416,119000.0,Appartement,59,,3
l_20417,102060.0,Appartement,20,,1
l_20420,42500.0,Appartement,14,,0
l_20421,649000.0,Maison,125,,5
l_20422,154000.0,Appartement,38,,2
l_20424,55000.0,Appartement,14,,1
l_20425,457000.0,Maison,100,600.0,4
l_20428,84000.0,Appartement,28,,1
l_20429,235000.0,Appartement,29,,1
l_20430,270000.0,Appartement,68,,2
l_20431,135000.0,Appartement,69,,3
l_20432,277000.0,Appartement,46,,1
l_20433,140000.0,Maison,63,,3
l_20434,282000.0,Appartement,48,,2
l_20435,229000.0,Appartement,92,,4
l_20436,183300.0,Appartement,90,,2
l_20437,117200.0,Appartement,40,,2
l_20438,208780.0,Appartement,21,,1
l_20440,174700.0,Appartement,29,,1
l_20441,120400.0,Appartement,28,,2
l_20442,131250.0,Appartement,30,,3
l_20443,129280.0,Appartement,29,,2
l_20444,200000.0,Appartement,30,,2
l_20445,155000.0,Appartement,23,,2
l_20446,93300.0,Appartement,18,,1
l_20447,89390.0,Appartement,18,,1
l_20448,77000.0,Appartement,31,,1
l_20450,143000.0,Appartement,55,,3
l_20451,200650.0,Appartement,65,,4
l_20452,272000.0,Maison,89,,4
l_20453,615000.0,Appartement,126,,3
l_20454,76600.0,Appartement,24,,1
l_20456,174500.0,Appartement,65,,3
l_20457,740000.0,Appartement,30,,1
l_20458,316000.0,Maison,172,,7
l_20460,170550.0,Appartement,34,,1
l_20461,110000.0,Appartement,23,,2
l_20462,214286.0,Appartement,31,,1
l_20463,253682.0,Appartement,31,,1
l_20464,259000.0,Appartement,31,,1
l_20465,162000.0,Appartement,25,,1
l_20467,83000.0,Appartement,44,,2
l_20469,197950.0,Appartement,21,,1
l_20471,151750.0,Appartement,39,,2
l_20473,64000.0,Appartement,20,,1
l_20474,75500.0,Appartement,25,,2
l_20475,247000.0,Maison,49,,2
l_20476,121420.0,Appartement,24,,1
l_20477,202615.0,Appartement,44,,2
l_20478,173520.0,Appartement,25,,1
l_20479,76500.0,Appartement,25,,2
l_20480,400000.0,Appartement,56,,3
l_20481,176000.0,Appartement,65,,3
l_20482,112500.0,Appartement,17,,1
l_20483,142000.0,Appartement,25,,1
l_20484,343600.0,Appartement,18,,2
l_20485,124000.0,Appartement,36,,2
l_20486,320000.0,Appartement,60,,2
l_20487,154830.0,Appartement,28,,2
l_20488,166000.0,Appartement,83,,3
l_20490,137000.0,Appartement,26,,2
l_20492,284500.0,Appartement,82,,4
l_20493,186656.0,Appartement,65,,3
l_20494,204786.0,Appartement,70,,3
l_20495,288000.0,Maison,73,,5
l_20496,140000.0,Appartement,53,,3
l_20497,414750.0,Appartement,48,,2
l_20498,235000.0,Appartement,71,,3
l_20499,213150.0,Appartement,39,,2
l_20500,210800.0,Appartement,54,,3
l_20501,111000.0,Appartement,16,,1
l_20502,199670.0,Appartement,28,,2
l_20503,108000.0,Appartement,33,,2
l_20504,159280.0,Appartement,42,,2
l_20505,242000.0,Appartement,78,,3
l_20506,131500.0,Maison,24,,1
l_20507,125000.0,Appartement,20,,1
