IdAdresse,NumVoie,BTQ,CodeVoie,CodeCommune
a_13839,9179.0,,B138,204
a_13840,49.0,,340,320
a_13841,14.0,,110,204
a_13842,12.0,,1143,422
a_13843,8.0,,1143,422
a_13844,9001.0,,130,204
a_13845,514.0,,95,522
a_13846,43.0,,690,422
a_13847,9148.0,,A045,40
a_13848,2.0,,983,102
a_13849,5.0,,770,122
a_13850,9001.0,,A046,24
a_13851,4.0,,1780,102
a_13852,80.0,,51,547
a_13853,35.0,,1930,483
a_13854,15.0,,260,371
a_13855,7.0,,1510,260
a_13856,2.0,,783,102
a_13857,9001.0,,A180,122
a_13858,9.0,,1900,483
a_13859,2.0,,1420,260
a_13860,9001.0,,A110,122
a_13861,6.0,,71,483
a_13862,1.0,,1050,122
a_13863,3.0,,1790,122
a_13864,8.0,,1810,102
a_13865,95.0,,43,304
a_13866,9614.0,,2131,260
a_13867,6.0,,2350,102
a_13868,9.0,,1548,122
a_13869,89.0,,710,24
a_13870,26.0,,1628,100
a_13871,34.0,,1730,24
a_13872,6.0,,1740,102
a_13873,3.0,,1360,102
a_13874,4.0,,1710,122
a_13875,10.0,,1763,102
a_13876,31.0,,1290,102
a_13877,7.0,,682,483
a_13878,56.0,,1640,102
a_13880,16.0,,950,122
a_13881,26.0,,1745,102
a_13882,5.0,B,850,122
a_13883,8.0,,1175,483
a_13884,3.0,,745,189
a_13885,20.0,,1260,102
a_13886,9001.0,,A250,122
a_13887,833.0,,B131,256
a_13888,37.0,,740,24
a_13889,27.0,,360,102
a_13890,2.0,,14,538
a_13891,1.0,,505,493
a_13892,65.0,,250,24
a_13893,18.0,,1230,24
a_13894,2.0,,155,256
a_13895,2.0,,1292,260
a_13896,21.0,,1840,483
a_13897,24.0,,330,483
a_13898,12.0,,1810,260
a_13899,5.0,,1110,483
a_13900,4.0,,2100,286
a_13901,13.0,,76,25
a_13902,60.0,,105,127
a_13903,9001.0,,A345,440
a_13904,33.0,,170,138
a_13905,16.0,,2090,440
a_13906,14.0,,800,440
a_13907,13.0,,6,388
a_13908,18.0,,150,138
a_13909,9.0,,1380,440
a_13910,14.0,,215,31
a_13911,5016.0,,B021,384
a_13912,305.0,,11,123
a_13913,4.0,,1118,59
a_13914,83.0,B,1965,440
a_13915,2.0,T,860,440
a_13916,1.0,C,1070,440
a_13917,1.0,,195,138
a_13918,6.0,,3470,440
a_13919,8.0,,1055,440
a_13920,12.0,,65,481
a_13921,14.0,A,2410,286
a_13922,33.0,B,1160,286
a_13923,12.0,,2020,440
a_13924,9001.0,,A105,440
a_13925,37.0,,1370,440
a_13926,5411.0,,B081,388
a_13927,28.0,,2270,440
a_13928,15.0,,25,168
a_13929,4.0,,3390,440
a_13930,20.0,,2060,440
a_13931,14.0,,200,440
a_13933,36.0,,1640,286
a_13934,3.0,,470,417
a_13935,14.0,,170,138
a_13936,24.0,,1680,440
a_13938,4.0,,160,286
a_13940,5.0,,170,138
a_13941,8.0,,88,388
a_13942,13.0,B,40,138
a_13943,6.0,,1830,440
a_13944,11.0,,2300,440
a_13945,16.0,,390,440
a_13946,4.0,,180,138
a_13947,3.0,,180,295
a_13949,29.0,,517,440
a_13950,5464.0,,145,25
a_13951,12.0,,1180,59
a_13952,2.0,,100,388
a_13953,28.0,,1340,59
a_13954,5057.0,,B017,199
a_13955,11.0,,100,138
a_13956,5.0,,55,138
a_13957,32.0,,40,138
a_13958,5136.0,,B076,17
a_13959,6.0,,550,59
a_13960,16.0,,1359,59
a_13961,10.0,,810,59
a_13962,12.0,,99,123
a_13964,15.0,,170,295
a_13965,3.0,,320,295
a_13966,7.0,,2650,440
a_13967,39.0,,910,286
a_13968,39.0,,440,440
a_13969,33.0,,3220,440
a_13970,10.0,,2100,440
a_13971,5.0,,1190,440
a_13972,10.0,,990,440
a_13973,26.0,,2950,440
a_13974,14.0,,1490,440
a_13975,42.0,,45,2
a_13976,19.0,,15,138
a_13977,5020.0,A,B017,199
a_13978,5457.0,,B076,388
a_13979,27.0,,1140,440
a_13981,6.0,,95,138
a_13982,10.0,,1339,286
a_13983,62.0,,210,440
a_13984,5141.0,,B012,465
a_13985,30.0,,2310,440
a_13986,1.0,,1540,286
a_13987,8.0,,1940,286
a_13988,10.0,,78,388
a_13989,9001.0,,A020,8
a_13990,23.0,,900,65
a_13991,1.0,B,120,37
a_13992,9001.0,,A118,8
a_13993,9001.0,,A005,182
a_13994,9005.0,,A115,171
a_13995,9019.0,,A083,171
a_13996,1.0,,263,37
a_13997,30.0,,4858,136
a_13998,9001.0,,A260,171
a_13999,2.0,,3668,136
a_14000,70.0,,3235,136
a_14001,3.0,,151,212
a_14002,9001.0,,A045,17
a_14003,9001.0,,A127,17
a_14004,10.0,,312,37
a_14005,34.0,,255,37
a_14006,6.0,,3421,136
a_14007,300.0,,1354,136
a_14008,13.0,,2784,136
a_14009,,,258,37
a_14010,9.0,,3600,136
a_14011,69.0,,115,37
a_14012,121.0,,4130,136
a_14013,2.0,,4748,136
a_14014,9001.0,,A092,17
a_14015,9002.0,,A021,171
a_14016,9003.0,,A041,182
a_14017,30.0,B,2204,136
a_14018,,,26,59
a_14019,1.0,,295,37
a_14020,14.0,,245,213
a_14021,9001.0,,A016,8
a_14022,15.0,,530,37
a_14023,13.0,,3265,136
a_14024,9004.0,,A107,171
a_14025,5001.0,F,5900,2
a_14026,2.0,,520,37
a_14027,1.0,,1210,65
a_14028,18.0,,4130,136
a_14029,38.0,,3621,136
a_14030,1.0,,1450,136
a_14031,24.0,,280,8
a_14032,34.0,,3870,136
a_14033,11.0,,360,37
a_14034,,,A068,4
a_14035,5002.0,F,145,20
a_14036,9026.0,,A010,4
a_14037,3.0,,23,3
a_14038,10.0,,170,49
a_14039,25.0,,20,3
a_14040,7.0,,151,124
a_14041,23.0,,127,3
a_14043,17.0,,15,124
a_14044,10.0,,102,3
a_14045,13.0,,113,124
a_14046,25.0,,130,3
a_14047,2.0,,1120,164
a_14048,21.0,,58,3
a_14049,9999.0,,B020,154
a_14050,4.0,,141,124
a_14051,9001.0,,B087,187
a_14052,21.0,,125,3
a_14053,495.0,,173,20
a_14054,22.0,,94,124
a_14055,3.0,,6,82
a_14056,,,78,20
a_14057,9019.0,,A024,4
a_14058,22.0,,193,24
a_14059,,,A006,20
a_14060,21.0,,370,49
a_14061,,,5,82
a_14062,6.0,,120,3
a_14063,30.0,,5185,382
a_14064,15.0,,730,143
a_14065,49.0,,2620,384
a_14066,1.0,B,4265,385
a_14067,11.0,,3850,384
a_14068,48.0,,1880,382
a_14069,72.0,,6525,389
a_14070,30.0,,63,143
a_14071,7.0,,A050,163
a_14072,15.0,,490,384
a_14073,8.0,,28,163
a_14074,55.0,,1215,384
a_14075,11.0,,1275,34
a_14076,10.0,,4720,385
a_14077,69.0,,6295,389
a_14078,39.0,,2130,384
a_14079,28.0,,1155,381
a_14080,5.0,,746,389
a_14081,371.0,,150,286
a_14082,2.0,,6013,389
a_14083,14.0,,3600,381
a_14084,105.0,,1840,34
a_14085,9.0,,5210,382
a_14086,31.0,,5775,389
a_14087,21.0,,110,88
a_14088,19.0,,2165,381
a_14089,12.0,,5330,384
a_14090,4.0,,4435,384
a_14091,1.0,,40,143
a_14092,92.0,,70,278
a_14093,64.0,,1825,385
a_14094,14.0,,4565,384
a_14095,99.0,,3305,381
a_14096,19.0,,6110,385
a_14097,73.0,,865,34
a_14098,13.0,,2360,382
a_14099,19.0,,6050,381
a_14100,38.0,,490,384
a_14101,31.0,,6590,381
a_14102,28.0,,1085,389
a_14103,3.0,,3610,384
a_14104,46.0,,6735,381
a_14105,508.0,,965,34
a_14106,42.0,,2885,382
a_14107,26.0,,540,34
a_14108,14.0,,2130,384
a_14109,9.0,,2690,389
a_14110,19.0,,1665,389
a_14111,22.0,,3600,381
a_14112,22.0,,2895,389
a_14113,42.0,,180,85
a_14114,17.0,,630,143
a_14115,3.0,,4640,389
a_14116,4.0,,7275,382
a_14117,22.0,,5185,382
a_14118,34.0,,6245,382
a_14119,18.0,A,5165,384
a_14120,39.0,,1155,381
a_14121,18.0,,1640,389
a_14122,34.0,,540,68
a_14123,115.0,,15,292
a_14124,4.0,,6680,381
a_14126,9.0,,6295,389
a_14127,19.0,,350,286
a_14128,137.0,,815,34
a_14129,9.0,,5515,389
a_14130,38.0,,5975,382
a_14131,10.0,,4355,384
a_14132,6.0,,6797,385
a_14133,10.0,,950,385
a_14134,14.0,,3800,382
a_14135,220.0,,680,389
a_14136,87.0,,2005,384
a_14138,106.0,,5530,385
a_14139,199.0,,3895,385
a_14140,10.0,,7070,381
a_14141,16.0,,295,381
a_14142,94.0,,1065,389
a_14143,7.0,,6925,381
a_14144,31.0,,3530,384
a_14145,259.0,,2530,389
a_14146,6.0,,1030,384
a_14147,2.0,,4505,384
a_14148,24.0,,140,292
a_14149,1.0,,2000,381
a_14150,10.0,,1090,384
a_14151,51.0,,1490,382
a_14152,8.0,,6715,382
a_14153,6.0,,5585,382
a_14154,13.0,,6610,381
a_14155,139.0,,52,71
a_14156,256.0,,560,33
a_14157,39.0,B,6740,389
a_14159,20.0,B,230,88
a_14160,20.0,,5515,389
a_14161,43.0,B,1470,34
a_14162,43.0,,5975,382
a_14163,14.0,,755,286
a_14164,35.0,,3680,389
a_14165,21.0,,3940,385
a_14166,66.0,,6365,385
a_14167,10.0,,3785,389
a_14168,486.0,,750,286
a_14169,25.0,,2005,384
a_14170,15.0,,647,286
a_14171,28.0,,6160,384
a_14172,2.0,C,2400,384
a_14173,23.0,,390,34
a_14174,15.0,,4275,381
a_14175,161.0,,2005,384
a_14176,8.0,,3120,381
a_14177,5.0,,1895,381
a_14178,7.0,,375,286
a_14179,19.0,,5420,384
a_14180,22.0,,250,3
a_14181,401.0,,965,34
a_14182,72.0,,5720,382
a_14183,137.0,,3895,385
a_14184,50.0,,6815,389
a_14185,13.0,,6135,389
a_14186,3.0,,1155,381
a_14187,18.0,,1665,389
a_14188,31.0,,3325,385
a_14189,5.0,,395,382
a_14190,2.0,,7020,381
a_14191,24.0,,5585,382
a_14192,110.0,,5515,385
a_14193,11.0,,1540,34
a_14194,3.0,,3925,384
a_14195,34.0,,2965,382
a_14196,9.0,,2735,382
a_14197,47.0,,5775,389
a_14198,2.0,,40,143
a_14199,18.0,,730,382
a_14200,41.0,,4435,384
a_14201,6.0,,2750,381
a_14202,26.0,,425,381
a_14203,35.0,,520,34
a_14204,6.0,,7225,389
a_14205,400.0,,830,143
a_14207,6.0,,3925,384
a_14208,30.0,,425,381
a_14209,673.0,,154,168
a_14210,29.0,,5620,385
a_14211,6.0,,360,233
a_14212,49.0,,6880,381
a_14213,2.0,,525,381
a_14214,73.0,,2620,384
a_14215,22.0,,3940,385
a_14216,38.0,,1690,384
a_14217,52.0,,680,389
a_14218,42.0,,360,286
a_14219,4.0,,1100,381
a_14220,38.0,,3115,385
a_14221,23.0,,3245,382
a_14223,76.0,,3630,384
a_14224,31.0,,535,382
a_14225,21.0,,780,34
a_14226,2.0,,6425,385
a_14227,1.0,,63,143
a_14228,14.0,,2515,382
a_14229,29.0,,1790,34
a_14230,8.0,,1100,34
a_14231,11.0,,290,286
a_14233,20.0,,3680,389
a_14234,146.0,,1825,385
a_14235,15.0,,25,385
a_14236,123.0,,1520,389
a_14237,2694.0,,680,286
a_14238,18.0,,1635,382
a_14239,1.0,,890,34
a_14240,12.0,,200,34
a_14241,40.0,,100,3
a_14242,2.0,,4965,389
a_14243,10.0,,800,382
a_14244,3.0,,3290,385
a_14245,96.0,,1065,389
a_14246,51.0,,365,286
a_14247,32.0,,4610,389
a_14248,157.0,,3895,385
a_14251,56.0,,5515,385
a_14253,18.0,,3925,384
a_14255,43.0,,5990,381
a_14256,27.0,,6295,389
a_14257,16.0,,6295,389
a_14258,19.0,,3020,385
a_14259,8.0,,6950,381
a_14260,38.0,,3680,389
a_14261,11.0,,1480,384
a_14262,23.0,,1295,385
a_14263,11.0,,5990,381
a_14264,32.0,,350,286
a_14265,2.0,,562,143
a_14266,43.0,,2620,384
a_14267,22.0,,1480,384
a_14268,67.0,,5720,382
a_14269,13.0,,2385,384
a_14270,3.0,,4155,382
a_14271,19.0,,4845,389
a_14272,7.0,B,1620,34
a_14274,4.0,,5575,381
a_14275,13.0,,3375,382
a_14276,14.0,,4205,381
a_14277,78.0,,3465,384
a_14278,2.0,,2510,389
a_14279,30.0,,6550,389
a_14280,33.0,,7190,389
a_14281,1.0,A,3925,384
a_14282,11.0,,1770,382
a_14283,23.0,,415,385
a_14284,8.0,B,415,385
a_14286,17.0,,6870,384
a_14287,19.0,,5035,381
a_14288,16.0,,5480,381
a_14289,18.0,,2130,384
a_14290,5.0,,180,34
a_14291,11.0,,1045,34
a_14292,11.0,,170,88
a_14293,15.0,,775,384
a_14294,14.0,B,4570,389
a_14295,26.0,,5005,382
a_14296,4.0,,5900,382
a_14297,158.0,,20,278
a_14298,29.0,,980,381
a_14299,14.0,,275,381
a_14300,38.0,,3112,385
a_14301,33.0,,5990,381
a_14302,6.0,,3655,384
a_14303,7.0,,940,381
a_14304,63.0,,1215,384
a_14305,9.0,,3025,381
a_14306,13.0,,295,381
a_14307,22.0,,2140,382
a_14308,10.0,A,3630,384
a_14310,433.0,,52,284
a_14312,11.0,,6180,381
a_14314,2.0,,425,286
a_14315,6.0,,1880,382
a_14317,6.0,,1780,381
a_14318,6.0,,4643,389
a_14319,11.0,,5660,382
a_14320,1.0,,375,286
a_14321,27.0,,1065,389
a_14322,2.0,,4975,381
a_14323,33.0,B,4610,389
a_14324,1.0,,5347,389
a_14325,414.0,,287,34
a_14327,80.0,,3901,384
a_14328,6.0,,1980,34
a_14329,426.0,,750,286
a_14330,27.0,,730,382
a_14331,86.0,,865,34
a_14332,31.0,,20,3
a_14333,29.0,,6115,381
a_14334,12.0,,6900,381
a_14335,9.0,,1770,382
a_14336,8.0,,2270,381
a_14337,8.0,,117,293
a_14338,9.0,,4240,381
a_14339,15.0,,3615,384
a_14340,24.0,,6815,389
a_14341,10.0,,6535,381
a_14342,107.0,,5515,385
a_14343,55.0,,2885,382
a_14344,17.0,,1485,382
a_14345,49.0,,680,385
a_14346,36.0,,4355,384
a_14347,32.0,,1600,384
a_14348,7.0,,7110,389
a_14349,29.0,,730,382
a_14350,1.0,,48,207
a_14351,14.0,,1630,34
a_14352,28.0,,5092,385
a_14353,7.0,,5480,381
a_14355,23.0,,1970,34
a_14356,23.0,,7000,382
a_14357,44.0,,3315,389
a_14358,16.0,,6535,381
a_14359,4.0,,3170,382
a_14361,22.0,,6590,381
a_14362,67.0,,6295,389
a_14363,20.0,,2822,385
a_14364,122.0,B,1825,385
a_14365,3.0,,140,68
a_14366,23.0,,980,381
a_14368,26.0,,2540,385
a_14370,35.0,,5275,381
a_14371,19.0,,415,385
a_14372,42.0,,1065,389
a_14374,15.0,,3901,384
a_14375,7.0,,1445,389
a_14376,18.0,,6100,389
a_14377,23.0,,3901,384
a_14378,122.0,,7495,389
a_14379,89.0,,5515,385
a_14380,17.0,,6035,384
a_14381,86.0,,2015,384
a_14382,34.0,,1155,381
a_14383,10.0,,5305,384
a_14384,11.0,,6110,385
a_14385,10.0,,660,382
a_14386,43.0,,5480,381
a_14388,1.0,,73,389
a_14389,13.0,B,1790,34
a_14390,3.0,,865,34
a_14391,14.0,,2655,385
a_14392,826.0,,700,292
a_14393,12.0,,3530,384
a_14394,70.0,,6365,385
a_14395,33.0,,3530,384
a_14396,19.0,,6735,381
a_14397,26.0,,3115,385
a_14398,23.0,,1065,389
a_14399,28.0,,1880,382
a_14400,32.0,,1590,385
a_14401,29.0,,5775,389
a_14402,30.0,,6160,384
a_14403,28.0,,60,293
a_14404,42.0,,3630,384
a_14405,42.0,,60,34
a_14406,11.0,,2665,385
a_14407,6.0,,140,292
a_14408,46.0,B,3505,384
a_14409,17.0,B,3530,384
a_14410,21.0,,A050,163
a_14411,33.0,,5775,389
a_14412,15.0,,6795,382
a_14413,37.0,,2140,382
a_14414,7.0,,2605,385
a_14415,26.0,,5295,389
a_14417,14.0,,1245,381
a_14418,7.0,,3115,385
a_14419,13.0,,25,385
a_14420,53.0,,250,34
a_14422,15.0,,63,143
a_14423,2.0,,200,3
a_14424,18.0,,143,163
a_14425,1.0,,2625,385
a_14426,27.0,,2120,382
a_14427,4.0,,2725,385
a_14428,8.0,,415,385
a_14429,5.0,,3857,389
a_14430,545.0,,830,143
a_14431,3.0,,3901,384
a_14432,3.0,,6115,381
a_14433,12.0,,5160,381
a_14435,12.0,,3850,384
a_14436,2.0,,4685,389
a_14437,122.0,,520,34
a_14438,32.0,,3505,384
a_14439,25.0,Q,5095,384
a_14440,22.0,,775,384
a_14441,3.0,,1635,382
a_14442,37.0,,92,163
a_14443,7.0,,2165,381
a_14444,34.0,,6880,381
a_14445,30.0,,6590,381
a_14446,69.0,,3505,384
a_14447,449.0,,2040,34
a_14448,5.0,,4577,389
a_14449,15.0,,4570,389
a_14450,14.0,,1470,389
a_14451,26.0,B,3505,384
a_14453,6.0,,2855,382
a_14454,37.0,,5775,389
a_14455,13.0,,4155,382
a_14456,9.0,,1660,34
a_14458,4.0,,6180,381
a_14459,29.0,,1485,382
a_14462,14.0,,6100,389
a_14464,31.0,,60,34
a_14465,6.0,,1300,382
a_14466,15.0,,3800,382
a_14467,14.0,,5092,385
a_14468,135.0,,865,34
a_14469,81.0,,15,292
a_14470,40.0,,5515,389
a_14471,6.0,,3050,382
a_14472,4.0,,555,381
a_14473,3.0,,52,286
a_14474,33.0,A,4610,389
a_14476,122.0,,1520,389
a_14478,6.0,,1930,384
a_14479,36.0,,1470,34
a_14481,2.0,,7005,381
a_14482,15.0,,7405,382
a_14483,48.0,,7405,382
a_14484,9.0,,62,88
a_14485,259.0,B,2530,389
a_14486,6.0,,3625,382
a_14487,114.0,,1840,34
a_14488,16.0,,1895,381
a_14489,13.0,,980,381
a_14490,23.0,,5105,389
a_14491,3.0,,360,286
a_14492,206.0,,6295,389
a_14493,19.0,,3505,384
a_14494,4.0,,1275,34
a_14495,16.0,,1470,389
a_14497,20.0,,3940,385
a_14498,15.0,,4643,389
a_14499,39.0,,6525,389
a_14500,9.0,,5460,381
a_14501,26.0,,730,382
a_14504,8.0,,4595,382
a_14505,30.0,,7200,382
a_14506,1.0,,60,34
a_14508,1.0,,1918,34
a_14509,24.0,,150,143
a_14510,7.0,,1045,34
a_14511,3.0,,350,88
a_14512,21.0,,2895,389
a_14513,1166.0,,150,168
a_14514,8.0,,815,34
a_14516,34.0,,1690,384
a_14517,13.0,B,460,68
a_14518,134.0,,718,286
a_14520,9.0,,990,34
a_14521,8.0,,375,286
a_14522,1.0,,2200,385
a_14524,43.0,,660,286
a_14525,13.0,,7185,385
a_14526,1.0,,5585,382
a_14527,31.0,,700,381
a_14528,19.0,,5460,381
a_14530,14.0,,4153,389
a_14534,2.0,,1030,384
a_14535,10.0,,655,384
a_14536,18.0,,3930,389
a_14537,49.0,B,3895,385
a_14538,9.0,,2380,389
a_14540,2.0,,7015,389
a_14541,8.0,,275,381
a_14542,21.0,,3440,389
a_14543,4.0,,2437,389
a_14544,20.0,,540,68
a_14545,10.0,,1605,385
a_14546,16.0,,6735,381
a_14547,10.0,,435,382
a_14548,48.0,,1240,34
a_14549,8.0,,3025,381
a_14551,11.0,,4060,384
a_14552,22.0,,1275,34
a_14553,1.0,,60,293
a_14554,76.0,,2620,384
a_14555,2.0,,3505,384
a_14556,26.0,,3615,384
a_14557,12.0,,5005,382
a_14558,48.0,,865,34
a_14559,1.0,,290,385
a_14561,52.0,,3901,384
a_14562,21.0,,460,68
a_14563,28.0,,6245,382
a_14564,28.0,,3680,389
a_14565,2.0,B,420,34
a_14566,11.0,,1490,382
a_14567,73.0,,3901,384
a_14568,13.0,,970,385
a_14569,3.0,,4115,383
a_14570,6.0,,6175,383
a_14571,73.0,B,4080,383
a_14572,32.0,,405,387
a_14573,17.0,,4175,386
a_14574,17.0,,4460,386
a_14575,14.0,,540,387
a_14576,110.0,,4080,383
a_14577,104.0,,2365,386
a_14578,2.0,,200,388
a_14579,134.0,,6775,386
a_14580,68.0,,7505,386
a_14581,21.0,,2080,383
a_14582,111.0,,4590,388
a_14583,348.0,,280,387
a_14584,238.0,,3030,383
a_14585,15.0,,5910,383
a_14586,298.0,,4095,383
a_14587,46.0,B,6040,383
a_14588,150.0,,3210,387
a_14589,108.0,,4080,383
a_14590,67.0,,7485,388
a_14591,17.0,,3970,386
a_14592,1.0,,4755,383
a_14593,32.0,,7205,383
a_14594,50.0,,2595,383
a_14595,16.0,,1565,387
a_14596,58.0,,4220,383
a_14597,17.0,,5480,387
a_14598,143.0,,2050,386
a_14599,11.0,B,3520,388
a_14600,44.0,,4880,387
a_14601,1.0,,1555,383
a_14602,15.0,,2890,386
a_14603,43.0,,405,387
a_14604,63.0,,6705,387
a_14606,48.0,,30,383
a_14607,36.0,,6960,386
a_14608,79.0,,4220,383
a_14609,14.0,,1025,387
a_14610,22.0,,3190,383
a_14611,36.0,,2890,386
a_14612,18.0,,4230,387
a_14613,28.0,,3255,387
a_14614,71.0,,5788,388
a_14615,81.0,,4600,387
a_14616,38.0,,5080,386
a_14617,128.0,,705,388
a_14618,2.0,,5525,388
a_14619,32.0,,3535,388
a_14620,21.0,,4680,383
a_14621,5.0,,2275,383
a_14622,8.0,,7205,383
a_14623,36.0,B,6250,383
a_14624,69.0,,4590,388
a_14625,108.0,,3830,387
a_14626,21.0,,5788,388
a_14627,116.0,,4080,383
a_14628,2.0,,7205,383
a_14629,104.0,,3030,386
a_14630,73.0,,7485,388
a_14631,28.0,,3450,383
a_14632,5.0,,900,387
a_14633,14.0,B,935,388
a_14634,23.0,,2600,387
a_14635,71.0,,2910,388
a_14636,153.0,,2225,383
a_14637,8.0,,2490,387
a_14638,26.0,,5235,387
a_14639,25.0,,3520,388
a_14640,18.0,,3520,388
a_14641,45.0,,7220,387
a_14642,125.0,,120,383
a_14643,3.0,,4175,386
a_14644,14.0,,3739,387
a_14645,269.0,,2365,383
a_14646,286.0,,7310,383
a_14647,27.0,,7205,383
a_14648,11.0,,4555,387
a_14649,47.0,,4200,387
a_14650,11.0,,1675,387
a_14651,33.0,,6485,388
a_14652,25.0,,665,386
a_14653,8.0,,2530,388
a_14655,76.0,,2910,388
a_14656,6.0,,6765,383
a_14657,32.0,,2090,383
a_14658,71.0,,4650,386
a_14659,77.0,,6040,383
a_14660,10.0,,3907,387
a_14661,7.0,,5555,383
a_14662,43.0,,1375,387
a_14663,76.0,,3030,386
a_14664,12.0,,6210,387
a_14665,28.0,,5790,383
a_14666,26.0,,3847,383
a_14667,48.0,,6040,383
a_14668,4.0,B,3735,387
a_14669,5.0,,5895,383
a_14670,48.0,,2595,383
a_14671,185.0,T,2685,383
a_14672,6.0,,6445,387
a_14673,29.0,,6485,388
a_14674,71.0,,5695,387
a_14675,3.0,B,2795,388
a_14677,60.0,,1455,383
a_14678,20.0,,2595,383
a_14679,3.0,,7560,388
a_14680,7.0,,4600,387
a_14681,49.0,,4680,383
a_14682,72.0,,7115,383
a_14683,11.0,,6375,388
a_14684,8.0,,2495,386
a_14685,155.0,,120,383
a_14686,68.0,,5995,387
a_14687,39.0,,780,386
a_14688,39.0,,4230,387
a_14689,4.0,,1670,387
a_14690,108.0,,2985,387
a_14691,3.0,,4490,387
a_14692,131.0,,900,387
a_14693,39.0,,4075,383
a_14694,151.0,,7440,388
a_14695,114.0,,7180,386
a_14696,10.0,,7175,387
a_14697,38.0,,5910,383
a_14698,13.0,,4285,387
a_14700,17.0,,5265,388
a_14701,19.0,,1710,387
a_14702,2.0,B,2760,383
a_14703,16.0,,2090,383
a_14704,27.0,,4080,383
a_14705,248.0,,7440,388
a_14707,4.0,B,2490,387
a_14708,33.0,,4460,386
a_14709,18.0,,4555,387
a_14710,208.0,,3745,387
a_14711,106.0,,5270,388
a_14712,120.0,,4705,383
a_14713,3.0,,6670,388
a_14714,46.0,,7170,387
a_14715,302.0,,4095,383
a_14716,8.0,,885,388
a_14717,153.0,,645,383
a_14718,8.0,,2095,383
a_14719,5.0,,2060,383
a_14720,23.0,,2475,387
a_14721,70.0,,5995,387
a_14722,19.0,,7370,383
a_14723,10.0,,2930,383
a_14724,38.0,,3125,388
a_14725,30.0,,705,388
a_14726,4.0,,4540,386
a_14727,66.0,,1455,383
a_14728,96.0,,4850,388
a_14729,1.0,,3798,383
a_14730,55.0,,6475,387
a_14731,3.0,,7485,383
a_14732,94.0,,4590,388
a_14733,28.0,,120,388
a_14734,203.0,,4080,383
a_14735,39.0,,6980,387
a_14736,183.0,B,2685,383
a_14738,25.0,,3653,388
a_14739,29.0,,2985,383
a_14740,65.0,,4590,388
a_14741,179.0,,2685,383
a_14742,56.0,,3620,387
a_14743,17.0,,5796,383
a_14744,311.0,,5245,383
a_14746,121.0,,7440,388
a_14747,212.0,,5788,388
a_14748,39.0,,4208,383
a_14749,11.0,,3425,387
a_14750,13.0,,1840,388
a_14751,217.0,,4510,387
a_14752,49.0,,3210,387
a_14753,279.0,,900,388
a_14754,27.0,,4075,383
a_14755,11.0,,1985,386
a_14756,7.0,,3455,387
a_14757,20.0,,2415,386
a_14758,23.0,,1715,388
a_14759,10.0,,6345,388
a_14760,3.0,,5847,388
a_14761,4.0,,5760,387
a_14762,51.0,,4820,383
a_14763,8.0,,6465,388
a_14764,34.0,,1130,386
a_14765,7.0,,5805,388
a_14766,25.0,,1230,387
a_14767,20.0,,1565,387
a_14768,279.0,,280,383
a_14769,34.0,,4080,383
a_14770,127.0,,3745,387
a_14771,19.0,,4375,383
a_14772,3.0,,4925,383
a_14773,45.0,,7470,383
a_14775,40.0,,3125,388
a_14776,26.0,,3735,387
a_14777,40.0,,6630,386
a_14778,235.0,,3745,387
a_14779,95.0,A,7180,386
a_14780,224.0,,2685,383
a_14781,6.0,,3405,387
a_14782,13.0,,3450,383
a_14783,89.0,,900,387
a_14784,152.0,,2365,386
a_14785,4.0,,2795,388
a_14786,145.0,,900,387
a_14787,1.0,,7560,388
a_14788,74.0,,1040,386
a_14789,118.0,,7575,387
a_14790,14.0,,3990,383
a_14791,161.0,,120,383
a_14792,32.0,,1970,387
a_14793,28.0,,5055,387
a_14794,300.0,,4095,383
a_14795,19.0,,6475,387
a_14796,294.0,,5245,383
a_14797,231.0,,5245,383
a_14798,1.0,,5847,388
a_14799,14.0,,2868,388
a_14800,5.0,,5778,388
a_14801,35.0,,7205,383
a_14802,30.0,,645,383
a_14803,66.0,,3843,388
a_14804,67.0,,3030,386
a_14805,94.0,,780,386
a_14806,128.0,,4590,388
a_14807,86.0,,4590,388
a_14808,1.0,,765,387
a_14809,18.0,,2565,383
a_14810,1.0,,1125,387
a_14811,19.0,,2080,383
a_14812,29.0,,6090,383
a_14813,12.0,,4080,383
a_14814,92.0,,2590,388
a_14815,11.0,C,5796,383
a_14816,275.0,,900,388
a_14817,11.0,,4230,387
a_14818,134.0,,1200,282
a_14819,35.0,,40,289
a_14820,3.0,,40,266
a_14821,115.0,,970,259
a_14822,1.0,,940,275
a_14823,18.0,,2930,266
a_14824,51.0,,20,297
a_14825,5.0,,828,256
a_14826,4.0,,751,256
a_14827,11.0,,90,290
a_14828,29.0,,1338,282
a_14829,1.0,,448,283
a_14830,18.0,,890,199
a_14831,30.0,,340,290
a_14832,4.0,,1650,259
a_14833,133.0,,317,283
a_14834,7.0,,750,271
a_14835,17.0,,1660,29
a_14836,186.0,,700,29
a_14837,4.0,,840,275
a_14838,38.0,,670,29
a_14839,273.0,,610,275
a_14840,14.0,,272,290
a_14841,20.0,,2700,266
a_14842,8.0,,1863,266
a_14843,16.0,,710,259
a_14844,18.0,B,3130,266
a_14845,14.0,,147,259
a_14846,3.0,,164,273
a_14847,15.0,,1211,259
